that,1475
with,892
they,775
have,670
from,645
their,591
more,571
people,532
what,513
this,461
when,456
about,444
your,418
there,365
them,359
some,357
were,355
than,355
will,342
which,323
time,322
would,310
children,293
been,264
many,258
because,251
most,246
school,238
after,236
students,227
help,219
first,214
other,214
life,212
work,196
make,195
said,192
only,189
should,184
years,183
year,182
like,179
could,179
good,178
world,176
also,169
even,160
just,159
then,158
water,154
parents,153
found,151
into,150
much,148
author,147
passage,145
very,141
know,141
according,139
important,139
paragraph,138
down,137
while,136
well,135
think,135
want,135
family,135
often,133
find,131
over,130
hours,130
before,130
writing,130
take,129
those,129
does,129
these,127
best,126
however,125
feel,124
made,123
never,122
where,119
less,119
research,118
great,114
learn,114
change,114
study,114
teacher,114
need,112
small,112
food,112
following,110
thought,109
through,109
better,109
class,109
talk,108
between,107
still,107
used,107
others,106
something,105
home,104
every,104
three,103
last,103
being,102
might,102
money,99
same,98
says,98
part,97
things,97
another,97
different,96
come,96
away,95
child,94
place,93
mother,93
without,90
true,90
little,90
attitudes,90
right,88
such,88
experience,88
long,88
point,86
keep,86
animals,86
handwriting,85
give,83
once,83
young,82
write,82
jacket,82
going,81
times,81
each,81
text,78
words,78
five,77
friends,77
teachers,77
problem,77
must,76
hard,76
show,76
university,76
making,75
probably,75
means,74
human,74
days,73
back,73
early,73
social,73
washington,73
science,72
next,71
spelling,71
really,70
called,69
body,69
become,69
around,69
women,69
chinese,69
person,68
thinking,68
college,68
high,66
today,66
having,65
read,65
until,65
week,64
came,64
percent,64
house,64
paper,63
here,63
china,63
name,63
service,63
makes,63
studies,63
tell,62
sometimes,62
example,61
since,61
always,61
getting,61
attention,61
city,60
ever,60
word,60
wanted,60
humans,60
road,60
sitting,59
ability,59
believe,59
went,59
develop,59
along,59
space,59
friend,58
love,58
someone,58
public,58
felt,58
eating,58
reading,57
rather,57
states,57
soon,56
idea,56
book,56
call,56
likely,56
didn,56
business,56
street,56
system,56
design,56
davis,56
personal,55
united,55
language,55
american,55
during,54
ideas,54
ways,54
both,54
crying,54
health,54
started,54
self,53
myself,53
underlined,53
teaching,53
deep,53
plants,53
teach,52
past,52
office,52
team,52
west,52
father,52
museum,52
working,51
story,51
special,51
number,51
stay,51
shows,50
asked,50
yourself,50
facebook,50
disease,50
everyone,49
books,49
instead,49
couldn,49
stop,49
information,49
realized,49
influence,49
given,48
learning,48
able,48
happy,48
using,48
move,48
desk,48
four,48
silence,48
classroom,48
heat,48
longer,47
problems,47
mind,47
coming,47
improve,47
room,47
doing,47
culture,47
products,47
tend,47
left,46
remember,46
night,46
grow,46
researchers,46
play,46
later,46
group,46
outside,46
energy,46
product,46
buying,45
mainly,45
began,45
stories,45
student,45
development,45
several,45
store,45
impulse,45
look,44
understand,44
easy,44
reason,44
almost,44
difficult,44
turn,44
live,44
exercise,44
storm,44
title,43
common,43
worked,43
wrong,43
hold,43
already,43
heart,43
effect,43
names,43
interest,43
schools,43
respect,42
free,42
visit,42
success,42
full,42
writer,42
mean,42
famous,42
scientists,42
music,42
start,41
skills,41
weight,41
english,41
education,41
lives,41
woman,40
message,40
decided,40
finally,40
done,40
future,40
sense,40
though,40
possible,40
rise,40
million,40
order,39
watch,39
save,39
allow,39
opened,39
looking,39
within,39
among,39
healthy,39
silk,39
careers,39
report,38
jobs,38
open,38
minutes,38
spent,38
together,38
head,38
fire,38
tour,38
program,38
friday,38
leaves,38
customers,37
british,37
taking,37
real,37
certain,37
morning,37
wait,37
cold,37
express,37
attitude,37
inside,37
adults,37
took,36
again,36
national,36
popular,36
sure,36
enough,36
chance,36
finding,36
fact,36
sign,36
travel,36
became,36
cars,36
arts,36
katzmarzyk,36
process,35
knowledge,35
activities,35
control,35
front,35
told,35
computer,35
please,35
happiness,35
comes,35
living,35
encourage,35
return,35
break,35
shopping,35
experiment,35
natural,35
fish,35
face,34
leave,34
necessary,34
hour,34
events,34
against,34
large,34
hands,34
kids,34
lost,34
experienced,34
places,34
recent,34
peter,34
animal,34
published,34
white,34
main,34
safe,34
clothes,34
deaths,34
coffee,33
under,33
beyond,33
result,33
behavior,33
meaning,33
generation,33
strong,33
company,33
practice,33
feelings,33
news,33
toward,33
foreign,33
position,33
advice,33
modern,33
heard,33
higher,33
especially,33
proper,33
nothing,33
including,33
zoology,33
himself,32
plan,32
relationship,32
hand,32
emotions,32
showed,32
winter,32
visitors,32
clean,32
phone,32
rich,32
successful,32
construction,32
programs,32
usually,32
market,32
offered,32
considered,32
memorial,32
degavre,32
earth,32
interested,31
matter,31
studying,31
doesn,31
focus,31
actually,31
train,31
enjoy,31
based,31
kind,31
quality,31
designed,31
works,31
whose,31
bananas,31
professor,31
themselves,31
owner,31
running,31
serious,31
death,31
vegetarians,31
extra,30
standing,30
list,30
spend,30
technology,30
feeling,30
takes,30
building,30
data,30
positive,30
state,30
case,30
dogs,30
test,30
turned,30
farmers,30
soil,30
america,30
power,30
quickly,30
opinions,30
steve,30
piece,29
care,29
poor,29
government,29
importance,29
gives,29
monday,29
thing,29
seen,29
girl,29
watching,29
environment,29
older,29
seek,29
offer,29
competition,29
physical,29
conservation,29
anything,29
beach,29
receive,28
month,28
although,28
knew,28
everything,28
planet,28
perhaps,28
forest,28
questions,28
avoid,28
second,28
bring,28
psychologists,28
voice,28
talking,28
purpose,28
beautiful,28
expensive,28
passed,28
online,28
choices,28
cities,28
wild,28
companies,28
increase,28
changes,28
local,28
wear,28
looked,27
clear,27
tears,27
role,27
bank,27
helped,27
across,27
driving,27
major,27
support,27
reach,27
showing,27
habits,27
arrived,27
excited,27
changed,27
feet,27
drink,27
experts,27
gave,27
lisa,27
stress,27
thoughts,27
average,26
kept,26
members,26
realize,26
tried,26
extremely,26
meet,26
deal,26
helps,26
kinds,26
huge,26
developed,26
land,26
areas,26
rest,26
seem,26
anger,26
drinking,26
temperature,26
joined,26
games,26
moving,26
traditional,26
written,26
industry,26
traffic,26
related,26
appear,26
bike,26
minute,26
seven,26
monument,26
lori,26
layer,26
parrots,26
cannot,25
smile,25
britain,25
families,25
parts,25
event,25
whole,25
ones,25
step,25
simple,25
required,25
build,25
easily,25
society,25
africa,25
international,25
anyone,25
keeping,25
discovered,25
reduce,25
noticed,25
raised,25
greater,25
growing,25
global,25
complete,25
trees,25
create,25
late,25
wallet,25
chances,25
clerk,25
richard,25
shop,24
paid,24
earn,24
easier,24
diet,24
carried,24
country,24
card,24
risk,24
approach,24
nature,24
emotional,24
television,24
south,24
center,24
readers,24
short,24
notes,24
course,24
summer,24
line,24
area,24
needed,24
efforts,24
plastic,24
groups,24
director,24
corn,24
nearly,24
march,24
fall,24
wind,24
disappointment,24
field,24
wrote,24
grand,24
pets,24
george,24
town,23
seemed,23
specific,23
least,23
york,23
brain,23
history,23
hope,23
walk,23
communicate,23
reported,23
available,23
broken,23
seems,23
understanding,23
relationships,23
effort,23
east,23
upon,23
buildings,23
media,23
sleep,23
prefer,23
prize,23
president,23
needs,23
sound,23
letters,23
calm,23
period,23
bicycle,23
cause,23
flowers,23
capitol,23
light,23
protect,23
essay,23
table,23
desks,23
weakness,23
wildlife,23
species,23
unicorn,23
wall,22
saying,22
else,22
hear,22
lose,22
ourselves,22
benefits,22
cost,22
affect,22
tree,22
weeks,22
trying,22
behind,22
worth,22
access,22
activity,22
suddenly,22
therefore,22
warm,22
search,22
afraid,22
casual,22
sharp,22
present,22
infer,22
friendship,22
shoppers,22
growth,22
touched,22
suggests,22
door,22
snow,22
academy,22
purchases,22
stores,22
jealousy,22
moved,21
learned,21
taken,21
station,21
suggested,21
held,21
daily,21
months,21
except,21
carry,21
waiting,21
regular,21
practical,21
london,21
bags,21
attractive,21
stand,21
colleague,21
century,21
model,21
shape,21
hero,21
task,21
potential,21
describe,21
level,21
range,21
river,21
larger,21
trade,21
monkeys,21
goods,21
pupils,21
subject,21
package,21
shelf,21
houses,21
unique,20
surprise,20
gets,20
communication,20
confused,20
boys,20
whether,20
prepared,20
useful,20
achieve,20
above,20
discussion,20
despite,20
situation,20
project,20
actions,20
internet,20
single,20
hospital,20
half,20
offers,20
decisions,20
close,20
interesting,20
points,20
farm,20
explain,20
medicine,20
vehicles,20
safety,20
circle,20
provide,20
guide,20
sight,20
generally,20
avenue,20
pressure,20
dangerous,20
toys,20
baby,20
pupil,20
franklin,20
known,19
similar,19
quite,19
adult,19
eyes,19
connected,19
happened,19
general,19
prevent,19
clearly,19
reasons,19
side,19
wonder,19
trust,19
imagine,19
giving,19
drivers,19
emotion,19
countries,19
largest,19
charge,19
choose,19
angry,19
direct,19
follow,19
female,19
solve,19
david,19
rate,19
towards,19
view,19
mountains,19
walking,19
evidence,19
burning,19
peace,19
rights,19
introduce,19
plant,19
green,19
wife,19
wasn,19
rarely,19
photo,19
association,19
miss,19
belief,19
designs,19
campus,19
male,19
holding,19
length,19
blood,19
affects,19
boots,19
ronnie,19
poster,19
opinion,18
girls,18
encouraged,18
shared,18
share,18
middle,18
thank,18
email,18
check,18
send,18
answer,18
colleagues,18
uses,18
added,18
driver,18
expressions,18
lets,18
offices,18
catch,18
near,18
surprised,18
danger,18
graduates,18
bigger,18
biggest,18
wouldn,18
immediately,18
camping,18
protection,18
increased,18
examples,18
trip,18
ready,18
bright,18
question,18
carbon,18
harmful,18
western,18
scientific,18
climate,18
limited,18
rain,18
stolen,18
spot,18
facts,18
latest,18
devices,18
smaller,18
expected,18
couple,18
black,18
size,18
nation,18
image,18
apps,18
tickets,18
named,18
rare,18
warming,18
brought,18
insects,18
oxen,18
climbing,18
horn,18
nasa,18
thief,18
swans,18
banana,18
served,17
atmosphere,17
pocket,17
becoming,17
allowed,17
ancient,17
messages,17
goes,17
sent,17
certainly,17
attempt,17
aware,17
slowly,17
contact,17
mentioned,17
telling,17
form,17
improvement,17
effects,17
edge,17
dear,17
computers,17
truly,17
basic,17
bottom,17
accept,17
exist,17
shocked,17
england,17
drive,17
eventually,17
address,17
dream,17
orange,17
amount,17
closer,17
fast,17
formed,17
lead,17
occurred,17
evaluate,17
gold,17
emergency,17
tourists,17
prepare,17
partly,17
worst,17
neighborhood,17
hundreds,17
career,17
workers,17
objective,17
sculptures,17
welcome,17
universities,17
type,17
handed,17
mortality,17
killed,17
tolstoy,17
bugs,17
audrey,17
urine,17
maybe,16
lower,16
asking,16
teenagers,16
choice,16
faster,16
continue,16
plans,16
becomes,16
intended,16
stopped,16
yours,16
fight,16
fair,16
cards,16
comfortable,16
topic,16
southern,16
europe,16
walked,16
dinner,16
liked,16
simply,16
graduate,16
apply,16
alcohol,16
lived,16
suggest,16
machine,16
pull,16
round,16
floor,16
matters,16
caught,16
thus,16
below,16
speed,16
begins,16
brief,16
rice,16
chemicals,16
training,16
highly,16
value,16
recognize,16
official,16
capital,16
date,16
ground,16
grocery,16
moon,16
kindness,16
sell,16
benefit,16
anxious,16
thursday,16
saturday,16
november,16
sustainable,16
lucky,16
pictures,16
draw,16
aggressive,16
offering,16
debris,16
chester,16
treadmill,16
ladder,16
antarctica,16
rainforests,16
fulton,16
stars,16
malaria,16
pump,16
hybrid,16
frank,16
calf,16
edmonds,16
twice,15
pleasure,15
younger,15
housework,15
tired,15
itself,15
alone,15
throw,15
searching,15
freely,15
content,15
game,15
effective,15
types,15
magazine,15
trouble,15
degree,15
thinks,15
either,15
begin,15
sports,15
prove,15
illness,15
bird,15
library,15
stick,15
board,15
arms,15
grown,15
spring,15
kicked,15
lady,15
received,15
attraction,15
choosing,15
expect,15
breakfast,15
smith,15
applications,15
challenge,15
aviation,15
inferred,15
homes,15
economic,15
village,15
price,15
impact,15
employees,15
birds,15
sensitive,15
forty,15
cutting,15
ebay,15
gathering,15
jealous,15
newspaper,15
banff,15
angus,15
watches,15
enjoyed,14
waiter,14
shown,14
limit,14
spending,14
wonderful,14
harder,14
action,14
valuable,14
inspire,14
financial,14
inspired,14
friendly,14
ahead,14
record,14
worse,14
central,14
liquid,14
americans,14
difference,14
happier,14
nine,14
weak,14
forward,14
secretary,14
attract,14
compared,14
climb,14
seeing,14
theme,14
particularly,14
gone,14
remain,14
frequently,14
results,14
bond,14
regularly,14
earlier,14
join,14
cases,14
parks,14
generations,14
code,14
police,14
unit,14
born,14
style,14
luck,14
likes,14
california,14
produce,14
wheel,14
cheap,14
fears,14
pick,14
further,14
policemen,14
users,14
changing,14
winner,14
variety,14
worms,14
method,14
causes,14
violent,14
color,14
primary,14
talked,14
teenager,14
traditions,14
managed,14
complexities,14
previously,14
officer,14
controversial,14
graduation,14
profession,14
maple,14
clerks,14
fuel,14
mills,14
amazing,14
studied,14
attend,14
telephone,14
dress,14
hatches,14
evolution,14
swan,14
celebrity,14
knowing,13
weekends,13
holidays,13
saving,13
returned,13
doubt,13
familiar,13
criticism,13
analysis,13
digital,13
neighbor,13
platform,13
excellent,13
senior,13
parent,13
nervous,13
honest,13
connecting,13
north,13
levels,13
habit,13
fruit,13
completely,13
software,13
patients,13
fresh,13
fewer,13
moment,13
movie,13
tests,13
conversation,13
consider,13
whatever,13
production,13
taught,13
nobel,13
flight,13
thousands,13
traveling,13
starting,13
caused,13
acceptable,13
admit,13
mexico,13
spread,13
hello,13
agent,13
loss,13
streets,13
wide,13
camp,13
april,13
issues,13
device,13
boss,13
page,13
phrase,13
gain,13
respond,13
winners,13
picture,13
dance,13
classes,13
sympathy,13
ignored,13
impressive,13
constantly,13
marks,13
shout,13
yell,13
terrible,13
ruled,13
groceries,13
presented,13
dutch,13
weather,13
surface,13
signals,13
resources,13
crops,13
increases,13
enose,13
rock,13
nigel,13
ruben,13
treadle,13
cavendish,13
folding,13
poisoning,13
cats,13
looks,12
olds,12
cooking,12
include,12
restaurant,12
aged,12
decide,12
driven,12
focused,12
viewing,12
beginning,12
annual,12
opportunity,12
died,12
neighbors,12
active,12
gift,12
advance,12
fashion,12
novel,12
developing,12
jane,12
everywhere,12
hardly,12
dollars,12
speech,12
powerful,12
happen,12
primarily,12
recovery,12
believed,12
experiences,12
pain,12
truck,12
kill,12
photos,12
forms,12
taste,12
ages,12
screen,12
models,12
unimportant,12
husband,12
slow,12
additional,12
crop,12
fertilizer,12
safer,12
consumption,12
lessons,12
pollution,12
third,12
seat,12
lack,12
background,12
wants,12
raise,12
cultural,12
thoughtful,12
reflection,12
french,12
mexicans,12
pulled,12
removed,12
asia,12
park,12
appeared,12
values,12
scientist,12
sales,12
produced,12
chicken,12
population,12
strength,12
nearby,12
visiting,12
contained,12
leaving,12
cast,12
trainees,12
robot,12
extend,12
critical,12
everybody,12
steps,12
sunday,12
path,12
bill,12
friendships,12
technical,12
writers,12
unwise,12
acquire,12
nerves,12
priority,12
presentation,12
processes,12
instance,12
gradual,12
elementary,12
grade,12
protects,12
influenced,12
goby,12
retired,12
repeating,12
briefcase,12
attracts,12
shopper,12
constitution,12
wing,12
contains,12
crazy,12
brother,12
solar,12
jungle,12
temperatures,12
india,12
helping,12
subjects,12
battery,12
violence,12
contagious,12
ethanol,12
laptop,12
iphone,12
fiji,12
napoleon,12
entered,11
note,11
obviously,11
concerned,11
weekly,11
lots,11
strict,11
independent,11
magic,11
terms,11
issue,11
dickens,11
drove,11
failed,11
unusual,11
garden,11
helpful,11
worry,11
teens,11
appears,11
weekend,11
awareness,11
pretty,11
network,11
determined,11
meaningful,11
andseeing,11
included,11
shouldbe,11
mouth,11
press,11
juice,11
confidence,11
cool,11
failure,11
rescue,11
medical,11
drugs,11
reached,11
secret,11
judge,11
feed,11
explains,11
described,11
relax,11
throughout,11
diets,11
agriculture,11
loved,11
playing,11
court,11
decision,11
cultures,11
transport,11
unless,11
dreams,11
tiny,11
recycled,11
refer,11
staying,11
childhood,11
shock,11
link,11
ride,11
cried,11
posted,11
stayed,11
engineering,11
recently,11
films,11
roads,11
driverless,11
emissions,11
considering,11
provided,11
objects,11
lies,11
youngsters,11
opportunities,11
businesses,11
version,11
closed,11
dawson,11
wang,11
located,11
healthier,11
unfortunately,11
errors,11
priorities,11
indirect,11
somewhat,11
obtain,11
hesitation,11
mirror,11
sounded,11
fastened,11
pockets,11
okay,11
overlooking,11
knock,11
shouted,11
forces,11
confuses,11
club,11
sand,11
military,11
reducing,11
decades,11
killer,11
flights,11
followed,11
married,11
unhappy,11
income,11
sheets,11
sick,11
putting,11
competitors,11
indian,11
watson,11
legs,11
aging,11
pumps,11
recycling,11
tailor,11
clocks,11
normal,10
afford,10
besides,10
strange,10
scotland,10
slightly,10
cleaning,10
directly,10
details,10
pounds,10
touch,10
ease,10
exciting,10
zones,10
seriously,10
planning,10
notice,10
filled,10
honesty,10
intelligence,10
economy,10
talent,10
negative,10
strategies,10
accident,10
perfect,10
pieces,10
suffer,10
unable,10
direction,10
separate,10
dark,10
usual,10
remind,10
harness,10
ordinary,10
difficulty,10
typical,10
guests,10
reward,10
rewarding,10
busy,10
luckily,10
disappointed,10
pleased,10
stuck,10
herself,10
fruits,10
frozen,10
colour,10
findings,10
electronic,10
struggling,10
weren,10
institute,10
manners,10
jumped,10
meat,10
community,10
services,10
eager,10
fill,10
letter,10
smoke,10
film,10
uncle,10
customer,10
dozen,10
promote,10
collection,10
built,10
john,10
anderson,10
adventure,10
badge,10
responsible,10
complex,10
previous,10
systems,10
arrival,10
concern,10
explore,10
includes,10
costs,10
solution,10
nights,10
hair,10
posts,10
lifestyles,10
blame,10
organized,10
theatre,10
bought,10
robert,10
rewards,10
nice,10
cross,10
communications,10
alaska,10
object,10
teresa,10
amongparents,10
havetaught,10
basicskill,10
vastly,10
howmuch,10
generallanguage,10
achild,10
confidently,10
himback,10
focal,10
ofhis,10
avoidadventurous,10
ofdictionaries,10
isterrible,10
illegible,10
technicalabilities,10
hadomitted,10
thechild,10
theerrors,10
centered,10
expressionof,10
moremotivation,10
developmentof,10
reactions,10
logical,10
affectthe,10
theburnt,10
figureslike,10
hitler,10
fromexperience,10
theother,10
strategic,10
positionto,10
attitudesfrom,10
deeplyinto,10
haspossibly,10
acquirelittle,10
handling,10
wouldgreatly,10
sciencematters,10
cometo,10
undesirable,10
theirfeelings,10
criticizing,10
byhelping,10
constructive,10
toillustrate,10
theirattitudes,10
heexplains,10
candevelop,10
daytrips,10
becauseher,10
prejudices,10
especiallytrue,10
ofall,10
aposition,10
neverseriously,10
iaccepted,10
toimagine,10
mightsay,10
respectablescholar,10
briefcaseand,10
iwould,10
inand,10
cardsdesigned,10
orangeconstruction,10
thecards,10
theirbreast,10
thismoment,10
imaginedthat,10
orderto,10
atime,10
instructed,10
notebooksand,10
dreamed,10
shopperin,10
reasonfor,10
risen,10
andthis,10
coincided,10
serviceshopping,10
ismuch,10
haveto,10
withmerchandising,10
topersuade,10
theysee,10
attractively,10
thatshoppers,10
usualfor,10
packers,10
dependsheavily,10
persuadingthe,10
supplies,10
halloween,10
picking,10
mcdermott,10
waking,10
assessed,10
painful,10
gender,10
doors,10
warmth,10
discovery,10
description,10
intelligent,10
statements,10
dead,10
breeding,10
topsoil,10
advertising,10
gerner,10
routes,10
blackboard,10
subway,10
laws,9
legal,9
hall,9
evening,9
creative,9
beliefs,9
tips,9
force,9
contain,9
turning,9
impossible,9
trained,9
beat,9
crowded,9
finished,9
gifts,9
permission,9
identify,9
skill,9
difficulties,9
continent,9
runs,9
african,9
truth,9
decade,9
entire,9
seldom,9
produces,9
stepped,9
sorry,9
bread,9
nobody,9
hurried,9
customs,9
hotel,9
conditions,9
doctor,9
finish,9
swim,9
challenges,9
demand,9
patient,9
haven,9
phones,9
stream,9
fell,9
saved,9
sweet,9
iron,9
brown,9
serve,9
eaten,9
challenging,9
annoying,9
strangers,9
psychology,9
speak,9
shirt,9
agreed,9
created,9
tons,9
worldwide,9
environmental,9
silent,9
lights,9
quiet,9
tells,9
literature,9
billion,9
producing,9
requires,9
highway,9
afternoon,9
mixed,9
source,9
stood,9
lesson,9
survival,9
apparently,9
allows,9
surprising,9
millions,9
department,9
leading,9
transportation,9
prices,9
damage,9
personality,9
situations,9
psychological,9
shiny,9
consumers,9
electricity,9
acting,9
ears,9
gardens,9
soup,9
markets,9
secondary,9
celebrities,9
ratings,9
marketing,9
honor,9
mcnay,9
enter,9
collected,9
dieting,9
completed,9
belonged,9
reserved,9
pour,9
brave,9
recruiting,9
metaphor,9
veterinary,9
conservationists,9
governments,9
baltimore,9
airlines,9
governor,9
thousand,9
happens,9
drug,9
diseases,9
engineer,9
sold,9
compounds,9
calendar,9
security,9
electrorobo,9
beings,9
poetry,9
girlfriend,9
singapore,9
crosswalks,9
buses,9
circles,9
gray,9
queen,9
honorable,9
paying,8
played,8
characters,8
account,8
carrying,8
banks,8
excitement,8
lectures,8
encourages,8
deeper,8
goals,8
replaced,8
supper,8
creating,8
carefully,8
spirit,8
cellphones,8
treat,8
pleasant,8
straight,8
drop,8
faced,8
satisfied,8
staff,8
lying,8
spoken,8
letting,8
worried,8
react,8
particular,8
eastern,8
obvious,8
performance,8
hurry,8
convenient,8
improved,8
copying,8
possibility,8
correct,8
monthly,8
tall,8
involved,8
hospitals,8
recognized,8
listen,8
holiday,8
party,8
homework,8
invite,8
berries,8
vitamin,8
guides,8
waste,8
surrounded,8
starts,8
phenomenon,8
handle,8
clock,8
push,8
instructors,8
dioxide,8
firm,8
december,8
civil,8
grandparents,8
daughter,8
trend,8
expressed,8
interests,8
trips,8
agreement,8
private,8
larry,8
window,8
flames,8
controlled,8
passing,8
promise,8
centre,8
meal,8
hoping,8
pass,8
novels,8
require,8
stronger,8
hired,8
property,8
repair,8
quit,8
hadn,8
listening,8
campaign,8
missing,8
broke,8
jennifer,8
balance,8
copy,8
various,8
sources,8
hill,8
programme,8
mobile,8
calls,8
increasing,8
investment,8
journey,8
chose,8
architecture,8
shops,8
restaurants,8
quick,8
tool,8
factor,8
managers,8
turns,8
grew,8
award,8
facilities,8
australia,8
